Sentence,NER
PRESS DIGEST - Iraq - Aug 22 .,O O O I-LOC O O O O
BAGHDAD 1996-08-22,I-LOC O
These are some of the leading stories in the official Iraqi press on Thursday .,O O O O O O O O O O I-MISC O O O O
Reuters has not verified these stories and does not vouch for their accuracy .,I-ORG O O O O O O O O O O O O O
THAWRA,I-ORG
- Iraq 's President Saddam Hussein meets with chairman of the Russian liberal democratic party Vladimir Zhirinovsky .,O I-LOC O O I-PER I-PER O O O O O I-MISC O O O I-PER I-PER O
- Turkish foreign minister says Turkey will take part in the Baghdad trade fair that will be held in November .,O I-MISC O O O I-LOC O O O O O I-LOC O O O O O O O O O
IRAQ,I-LOC
- A shipload of 12 tonnes of rice arrives in Umm Qasr port in the Gulf .,O O O O O O O O O O I-LOC I-LOC O O O I-LOC O
-DOCSTART-,O
PRESS DIGEST - Lebanon - Aug 22 .,O O O I-LOC O O O O
BEIRUT 1996-08-22,I-LOC O
These are the leading stories in the Beirut press on Thursday .,O O O O O O O I-LOC O O O O
Reuters has not verified these stories and does not vouch for their accuracy .,I-ORG O O O O O O O O O O O O O
AN-NAHAR,I-ORG
- Confrontation is escalating between Hizbollah and the government .,O O O O O I-ORG O O O O
- Prime Minister Hariri : Israeli threats do no serve peace .,O O O I-PER O I-MISC O O O O O O
AS-SAFIR,I-ORG
- Parliament Speaker Berri : Israel is preparing for war against Syria and Lebanon .,O O O I-PER O I-LOC O O O O O I-LOC O I-LOC O
- Parliamentary battle in Beirut ..,O O O O I-LOC O
The three main lists have been prepared .,O O O O O O O O
AL-ANWAR,I-ORG
- Continued criticism of law violation incidents -- which occurred in the Mount Lebanon elections last Sunday .,O O O O O O O O O O O O I-LOC I-LOC O O O O
AD-DIYAR,I-ORG
- Financial negotiations between Lebanon and Pakistan .,O O O O I-LOC O I-LOC O
- Hariri to step into the election battle with an incomplete list .,O I-PER O O O O O O O O O O O
NIDA'A AL-WATAN,I-ORG I-ORG
- Maronite Patriarch Sfeir expressed sorrow over the violations in Sunday ' elections .,O I-ORG O I-PER O O O O O O O O O O
-DOCSTART-,O
CME live and feeder cattle calls range mixed .,I-ORG O O O O O O O O
CHICAGO 1996-08-22,I-LOC O
"Early calls on CME live and feeder cattle futures ranged from 0.200 cent higher to 0.100 lower , livestock analysts said .",O O O I-ORG O O O O O O O O O O O O O O O O O O
The continued strong tone to cash cattle and beef markets should prompt further support .,O O O O O O O O O O O O O O O
"Outlook for a bullish cattle-on-feed report is also expected to lend support and prompt some bull spreading , analysts said .",O O O O O O O O O O O O O O O O O O O O O
"However , trade will likely be light and prices could drift on evening up ahead of the report .",O O O O O O O O O O O O O O O O O O O
"Cash markets are also expected to be quiet after the record amount of feedlot cattle traded this week , they said .",O O O O O O O O O O O O O O O O O O O O O O
-DOCSTART-,O
Kindercare says debt buy to hit Q1 results .,O O O O O O O O O
"MONTGOMERY , Ala .",I-LOC O I-LOC O
1996-08-22,O
KinderCare Learning Centers Inc said on Thursday that a debt buyback would mean an extraordinary loss of $ 1.2 million in its fiscal 1997 first quarter .,I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O
"The company said that during the quarter , which began June 1 , it bought $ 30 million par value of its outstanding 10-3/8 percent senior notes due 2001 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The notes were bought for $ 31.5 million .,O O O O O O O O O
"Philip Maslowe , chief financial officer of the preschool and child care company , said the buyback "" offered an opportunity to reduce the company 's weighted average interest costs and improve future cash flows and earnings . """,I-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-DOCSTART-,O
RESEARCH ALERT - Lehman starts SNET .,O O O I-ORG O I-ORG O
"-- Lehman analyst Blake Bath started Southern New England Telecommunciations Corp with an outperform rating , his office said .",O I-ORG O I-PER I-PER O I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O
"-- The analyst set a 12-month price target of $ 45 and a fiscal 1996 year earnings estimate of $ 3.09 per share , his office said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"-- The analyst also set an earnings estimate for the 1997 year , but the figure was not immediately available .",O O O O O O O O O O O O O O O O O O O O O
-- Southern New England closed at 38-1/2 Wednesday .,O I-ORG I-ORG I-ORG O O O O O
"-- E. Auchard , Wall Street bureau , 212-859-1736",O I-PER I-PER O I-ORG I-ORG I-ORG O O
-DOCSTART-,O
Gateway Data Sciences Q2 net rises .,I-ORG I-ORG I-ORG O O O O
PHOENIX 1996-08-22,I-LOC O
Summary of Consolidated Financial Data,O O I-ORG I-ORG I-ORG
"( In Thousands , except per share data )",O O O O O O O O O
Six Months Ended Quarter Ended,O O O O O
"Jul 31 , Jul 31 , Jul 31 , Jul 31 ,",O O O O O O O O O O O O
1996 1995 1996 1995,O O O O
Income Statement Data :,O O O O
"Total Revenue $ 10,756 $ 13,102 $ 7,961 $ 5,507",O O O O O O O O O O
"Software Revenue 2,383 1,558 1,086 1,074",O O O O O O
"Services Revenue 1,154 692 624 465",O O O O O O
Operating Income 906 962 599 515,O O O O O O
Net Income 821 512 565 301,O O O O O O
Earnings Per Share 0.31 0.34 0.19 0.20,O O O O O O O
"Jul 31 , 1996 Jan 31 , 1996",O O O O O O O O
Balance Sheet Data :,O O O O
"Working Capital $ 5,755 ( $ 881 )",O O O O O O O O
"Cash and Cash Equivalents 2,386 93",O O O O O O
"Total Assets 14,196 7,138",O O O O
"Shareholders ' Equity 5,951 ( 1,461 )",O O O O O O O
-DOCSTART-,O
Greek socialists give PM green light for election .,I-MISC O O O O O O O O
ATHENS 1996-08-22,I-LOC O
"The Greek socialist party 's executive bureau gave Prime Minister Costas Simitis its backing if he chooses to call snap elections , its general secretary Costas Skandalidis told reporters on Thursday .",O I-MISC O O O O O O O O I-PER I-PER O O O O O O O O O O O O O I-PER I-PER O O O O O
"Prime Minister Costas Simitis will make an official announcement after a cabinet meeting later on Thursday , said Skandalidis .",O O I-PER I-PER O O O O O O O O O O O O O O I-PER O
"-- Dimitris Kontogiannis , Athens Newsroom +301 3311812-4",O I-PER I-PER O I-ORG I-ORG O O
-DOCSTART-,O
PRESS DIGEST - France - Le Monde Aug 22 .,O O O I-LOC O I-ORG I-ORG O O O
PARIS 1996-08-22,I-LOC O
"These are leading stories in Thursday 's afternoon daily Le Monde , dated Aug 23 .",O O O O O O O O O I-ORG I-ORG O O O O O
FRONT PAGE,O O
"-- Africans seeking to renew or obtain work and residence rights say Prime Minister Alain Juppe 's proposals are insufficient as hunger strike enters 49th day in Paris church and Wednesday rally attracts 8,000 sympathisers .",O I-MISC O O O O O O O O O O O O I-PER I-PER O O O O O O O O O O O I-LOC O O O O O O O O
-- FLNC Corsican nationalist movement announces end of truce after last night 's attacks .,O I-ORG I-MISC O O O O O O O O O O O O
BUSINESS PAGES,O O
"-- Shutdown of Bally 's French factories points up shoe industry crisis , with French manufacturers undercut by low-wage country competition and failure to keep abreast of trends .",O O O I-ORG O I-MISC O O O O O O O O I-MISC O O O O O O O O O O O O O O
-- Secretary general of the Sud-PTT trade union at France Telecom all the elements are in place for social unrest in the next few weeks .,O O O O O I-MISC O O O I-ORG I-ORG O O O O O O O O O O O O O O O
-- Paris Newsroom +33 1 42 21 53 81,O I-ORG I-ORG O O O O O O
-DOCSTART-,O
Well repairs to lift Heidrun oil output - Statoil .,O O O O I-LOC O O O I-ORG O
OSLO 1996-08-22,I-LOC O
"Three plugged water injection wells on the Heidrun oilfield off mid-Norway will be reopened over the next month , operator Den Norske Stats Oljeselskap AS ( Statoil ) said on Thursday .",O O O O O O O I-LOC O O I-MISC O O O O O O O O O I-ORG I-ORG I-ORG I-ORG I-ORG O I-ORG O O O O O
"The plugged wells have accounted for a dip of 30,000 barrels per day ( bpd ) in Heidrun output to roughly 220,000 bpd , according to the company 's Status Weekly newsletter .",O O O O O O O O O O O O O O O O O I-LOC O O O O O O O O O O O I-ORG I-ORG O O
"The wells will be reperforated and gravel will be pumped into the reservoir through one of the wells to avoid plugging problems in the future , it said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-- Oslo newsroom +47 22 42 50 41,O I-LOC O O O O O O
-DOCSTART-,O
Finnish April trade surplus 3.8 billion markka - NCB .,I-MISC O O O O O O O I-ORG O
HELSINKI 1996-08-22,I-LOC O
"Finland 's trade surplus rose to 3.83 billion markka in April from 3.43 billion in March , the National Customs Board ( NCB ) said in a statement on Thursday .",I-LOC O O O O O O O O O O O O O O O O O I-ORG I-ORG I-ORG O I-ORG O O O O O O O O
"The value of exports fell one percent year-on-year in April and the value of imports fell two percent , NCB said .",O O O O O O O O O O O O O O O O O O O I-ORG O O
Trade balance ( million markka ) :,O O O O O O O
April ' 96 March ' 96 Jan-April ' 96 Jan-April ' 95,O O O O O O O O O O O O
"Imports 10,663 10,725 43,430 40,989",O O O O O
"Exports 14,494 14,153 56,126 56,261",O O O O O
"Balance +3,831 +3,428 +12,696 +15,272",O O O O O
"The January-April 1995 import figure was revised from 39,584 million markka and the export figure from 55,627 million markka .",O O O O O O O O O O O O O O O O O O O O
The Bank of Finland earlier estimated the April trade surplus at 3.2 billion markka with exports projected at 14.5 billion and imports at 11.3 billion .,O I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O
The NCB 's official monthly trade statistics are lagging behind due to changes in customs procedures when Finland joined the European Union at the start of 1995 .,O I-ORG O O O O O O O O O O O O O O O I-LOC O O I-ORG I-ORG O O O O O O
-- Helsinki Newsroom +358 - 0 - 680 50 245,O I-ORG I-ORG O O O O O O O
-DOCSTART-,O
Dutch state raises tap sale price to 99.95 .,I-MISC O O O O O O O O
AMSTERDAM 1996-08-22,I-LOC O
The Finance Ministry raised the price for tap sales of the Dutch government 's new 5.75 percent bond due September 2002 to 99.95 from 99.90 .,O I-ORG I-ORG O O O O O O O O I-MISC O O O O O O O O O O O O O O
Tap sales began on Monday and are being held daily from 07.00 GMT to 15.00 GMT until further notice .,O O O O O O O O O O O O I-MISC O O I-MISC O O O O
The ministry had raised 2.3 billion guilders from sales of the new bond by the close of trade on Wednesday .,O O O O O O O O O O O O O O O O O O O O O
-- Amsterdam newsroom +31 20 504 5000,O I-LOC O O O O O
-DOCSTART-,O
German farm ministry tells consumers to avoid British mutton .,I-MISC O O O O O O I-MISC O O
BONN 1996-08-22,I-LOC O
Germany 's Agriculture Ministry suggested on Wednesday that consumers avoid eating meat from British sheep until scientists determine whether mad cow disease can be transmitted to the animals .,I-LOC O I-ORG I-ORG O O O O O O O O O I-MISC O O O O O O O O O O O O O O O
""" Until this is cleared up by the European Union 's scientific panels -- and we have asked this to be done as quickly as possible -- ( consumers ) should if at all possible give preference to sheepmeat from other countries , "" ministry official Werner Zwingmann told ZDF television .",O O O O O O O O I-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-PER I-PER O I-ORG O O
""" I do not want to say that there is a concrete danger for consumers , "" he added . """,O O O O O O O O O O O O O O O O O O O O O
"There are too many holes in what we know , and these must be filled very quickly . """,O O O O O O O O O O O O O O O O O O O
"Bonn has led efforts to ensure consumer protection tops the list of priorities in dealing with the mad cow crisis , which erupted in March when Britain acknowledged humans could contract a similar illness by eating contaminated beef .",I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O I-LOC O O O O O O O O O O O O
The European Commission agreed this month to rethink a proposal to ban the use of suspect sheep tissue after some EU veterinary experts questioned whether it was justified .,O I-ORG I-ORG O O O O O O O O O O O O O O O O O I-ORG O O O O O O O O
"EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .",I-ORG O O I-PER I-PER O O O O O O O O O O O O O O O O O O O O I-LOC O I-LOC O O O O O O O I-MISC I-MISC I-MISC O I-MISC O O O O O O
But some members of the EU 's standing veterinary committee questioned whether the action was necessary given the slight risk to human health .,O O O O O I-ORG O O O O O O O O O O O O O O O O O O
The question is being studied separately by two EU scientific committees .,O O O O O O O O I-ORG O O O
"Sheep have long been known to contract scrapie , a similar brain-wasting disease to BSE which is believed to have been transferred to cattle through feed containing animal waste .",O O O O O O O O O O O O O O I-MISC O O O O O O O O O O O O O O O
British officials say sheep meat is perfectly safe to eat .,I-MISC O O O O O O O O O O
"ZDF said Germany imported 47,600 sheep from Britain last year , nearly half of total imports .",I-ORG O I-LOC O O O O I-LOC O O O O O O O O O
"It brought in 4,275 tonnes of British mutton , some 10 percent of overall imports .",O O O O O O I-MISC O O O O O O O O O
"After the British government admitted a possible link between mad cow disease and its fatal human equivalent , the EU imposed a worldwide ban on British beef exports .",O O I-MISC O O O O O O O O O O O O O O O O I-ORG O O O O O I-MISC O O O
EU leaders agreed at a summit in June to a progressive lifting of the ban as Britain takes parallel measures to eradicate the disease .,I-ORG O O O O O O O O O O O O O O O I-LOC O O O O O O O O
-DOCSTART-,O
GOLF - SCORES AT WORLD SERIES OF GOLF .,O O O O I-MISC I-MISC I-MISC I-MISC O
"AKRON , Ohio 1996-08-22",I-LOC O I-LOC O
Scores from the $ 2.1,O O O O O
million NEC World Series of Golf after the first round,O I-MISC I-MISC I-MISC I-MISC I-MISC O O O O
"Thursday at the 7,149 yard , par 70 Firestone C.C course",O O O O O O O O I-LOC I-LOC O
( players U.S. unless stated ) :,O O I-LOC O O O O
"66 Paul Goydos , Billy Mayfair , Hidemichi Tanaka ( Japan )",O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-LOC O
